# Lexia 3 USB traffic dump
# timestamp,type,direction,endpoint,device,length,hex_data
1773510325.917670,S,OUT,6,78,5,410901c0f4
1773510325.918033,C,IN ,5,78,4,42410901
1773510325.918288,S,OUT,6,78,5,410901c0f4
1773510325.918775,C,IN ,5,78,4,42410901
1773510325.918998,S,OUT,6,78,5,410901c0f4
1773510325.919399,C,IN ,5,78,4,42410901
1773510325.919616,S,OUT,6,78,5,410901c0f4
1773510325.919939,C,IN ,5,78,4,42410901
1773510325.920168,S,OUT,6,78,5,410901c0f4
1773510325.920590,C,IN ,5,78,4,42410901
1773510325.920870,S,OUT,6,78,5,410901c0f4
1773510325.921224,C,IN ,5,78,4,42410901
1773510325.921519,S,OUT,6,78,5,410901c0f4
1773510325.921905,C,IN ,5,78,4,42410901
1773510325.922167,S,OUT,6,78,5,410901c0f4
1773510325.922648,C,IN ,5,78,4,42410901
1773510325.922942,S,OUT,6,78,5,410901c0f4
1773510325.923330,C,IN ,5,78,4,42410901
1773510325.923632,S,OUT,6,78,5,410901c0f4
1773510325.923994,C,IN ,5,78,4,42410901
1773510325.924272,S,OUT,6,78,5,410901c0f4
1773510325.924682,C,IN ,5,78,4,42410901
1773510325.924972,S,OUT,6,78,5,410901c0f4
1773510325.925331,C,IN ,5,78,4,42410901
1773510325.925597,S,OUT,6,78,5,410901c0f4
1773510325.925929,C,IN ,5,78,4,42410901
1773510325.926191,S,OUT,6,78,5,410901c0f4
1773510325.926642,C,IN ,5,78,4,42410901
1773510325.926895,S,OUT,6,78,5,410901c0f4
1773510325.927273,C,IN ,5,78,4,42410901
1773510325.927580,S,OUT,6,78,5,410901c0f4
1773510325.927971,C,IN ,5,78,4,42410901
1773510325.928226,S,OUT,6,78,5,410901c0f4
1773510325.928661,C,IN ,5,78,4,42410901
1773510325.928899,S,OUT,6,78,5,410901c0f4
1773510325.929312,C,IN ,5,78,4,42410901
1773510325.929588,S,OUT,6,78,5,410901c0f4
1773510325.929948,C,IN ,5,78,4,42410901
1773510325.930179,S,OUT,6,78,5,410901c0f4
1773510325.930565,C,IN ,5,78,4,42410901
1773510325.930808,S,OUT,6,78,5,410901c0f4
1773510325.931164,C,IN ,5,78,4,42410901
1773510325.931382,S,OUT,6,78,5,410901c0f4
1773510325.931783,C,IN ,5,78,4,42410901
1773510325.932006,S,OUT,6,78,5,410901c0f4
1773510325.932350,C,IN ,5,78,4,42410901
1773510325.932574,S,OUT,6,78,5,410901c0f4
1773510325.932964,C,IN ,5,78,4,42410901
1773510325.933211,S,OUT,6,78,5,410901c0f4
1773510325.933615,C,IN ,5,78,4,42410901
1773510325.933875,S,OUT,6,78,5,410901c0f4
1773510325.934267,C,IN ,5,78,4,42410901
1773510325.934472,S,OUT,6,78,5,410901c0f4
1773510325.934944,C,IN ,5,78,4,42410901
1773510325.935199,S,OUT,6,78,5,410901c0f4
1773510325.935517,C,IN ,5,78,4,42410901
1773510325.935744,S,OUT,6,78,5,410901c0f4
1773510325.936104,C,IN ,5,78,4,42410901
1773510325.936336,S,OUT,6,78,5,410901c0f4
1773510325.936724,C,IN ,5,78,4,42410901
1773510325.936964,S,OUT,6,78,5,410901c0f4
1773510325.937328,C,IN ,5,78,4,42410901
1773510325.937560,S,OUT,6,78,5,410901c0f4
1773510325.938513,C,IN ,5,78,4,42410901
1773510325.938766,S,OUT,6,78,5,410901c0f4
1773510325.939275,C,IN ,5,78,4,42410901
1773510325.939581,S,OUT,6,78,5,410901c0f4
1773510325.939960,C,IN ,5,78,4,42410901
1773510325.940187,S,OUT,6,78,5,410901c0f4
1773510325.940548,C,IN ,5,78,4,42410901
1773510325.940773,S,OUT,6,78,5,410901c0f4
1773510325.941160,C,IN ,5,78,4,42410901
1773510325.941419,S,OUT,6,78,5,410901c0f4
1773510325.941851,C,IN ,5,78,4,42410901
1773510325.942147,S,OUT,6,78,5,410901c0f4
1773510325.942956,C,IN ,5,78,4,42410901
1773510325.943368,S,OUT,6,78,5,410901c0f4
1773510325.943868,C,IN ,5,78,4,42410901
1773510325.944115,S,OUT,6,78,5,410901c0f4
1773510325.944518,C,IN ,5,78,4,42410901
1773510325.944737,S,OUT,6,78,5,410901c0f4
1773510325.945118,C,IN ,5,78,4,42410901
1773510325.945337,S,OUT,6,78,5,410901c0f4
1773510325.945732,C,IN ,5,78,4,42410901
1773510325.945968,S,OUT,6,78,5,410901c0f4
1773510325.946324,C,IN ,5,78,4,42410901
1773510325.946614,S,OUT,6,78,5,410901c0f4
1773510325.946962,C,IN ,5,78,4,42410901
1773510325.947156,S,OUT,6,78,5,410901c0f4
1773510325.947513,C,IN ,5,78,4,42410901
1773510325.947784,S,OUT,6,78,5,410901c0f4
1773510325.948175,C,IN ,5,78,4,42410901
1773510325.948442,S,OUT,6,78,5,410901c0f4
1773510325.948844,C,IN ,5,78,4,42410901
1773510325.949144,S,OUT,6,78,5,410901c0f4
1773510325.949516,C,IN ,5,78,4,42410901
1773510325.949759,S,OUT,6,78,5,410901c0f4
1773510325.950118,C,IN ,5,78,4,42410901
1773510325.950347,S,OUT,6,78,5,410901c0f4
1773510325.950749,C,IN ,5,78,4,42410901
1773510325.950969,S,OUT,6,78,5,410901c0f4
1773510325.951339,C,IN ,5,78,4,42410901
1773510325.951550,S,OUT,6,78,5,410901c0f4
1773510325.951971,C,IN ,5,78,4,42410901
1773510325.952187,S,OUT,6,78,5,410901c0f4
1773510325.952545,C,IN ,5,78,4,42410901
1773510325.952761,S,OUT,6,78,5,410901c0f4
1773510325.953119,C,IN ,5,78,4,42410901
1773510325.953356,S,OUT,6,78,5,410901c0f4
1773510325.953797,C,IN ,5,78,4,42410901
1773510325.954037,S,OUT,6,78,5,410901c0f4
1773510325.954386,C,IN ,5,78,4,42410901
1773510325.954599,S,OUT,6,78,5,410901c0f4
1773510325.955002,C,IN ,5,78,4,42410901
1773510325.955256,S,OUT,6,78,5,410901c0f4
1773510325.955651,C,IN ,5,78,4,42410901
1773510325.955973,S,OUT,6,78,5,410901c0f4
1773510325.956403,C,IN ,5,78,4,42410901
1773510325.956678,S,OUT,6,78,5,410901c0f4
1773510325.957053,C,IN ,5,78,4,42410901
1773510325.957332,S,OUT,6,78,5,410901c0f4
1773510325.957738,C,IN ,5,78,4,42410901
1773510325.957983,S,OUT,6,78,5,410901c0f4
1773510325.958345,C,IN ,5,78,4,42410901
1773510325.958583,S,OUT,6,78,5,410901c0f4
1773510325.959048,C,IN ,5,78,4,42410901
1773510325.959329,S,OUT,6,78,5,410901c0f4
1773510325.959771,C,IN ,5,78,4,42410901
1773510325.960030,S,OUT,6,78,5,410901c0f4
1773510325.960432,C,IN ,5,78,4,42410901
1773510325.960692,S,OUT,6,78,5,410901c0f4
1773510325.961096,C,IN ,5,78,4,42410901
1773510325.961380,S,OUT,6,78,5,410901c0f4
1773510325.961814,C,IN ,5,78,4,42410901
1773510325.962103,S,OUT,6,78,5,410901c0f4
1773510325.962516,C,IN ,5,78,4,42410901
1773510325.962799,S,OUT,6,78,5,410901c0f4
1773510325.963137,C,IN ,5,78,4,42410901
1773510325.963385,S,OUT,6,78,5,410901c0f4
1773510325.963783,C,IN ,5,78,4,42410901
1773510325.964010,S,OUT,6,78,5,410901c0f4
1773510325.964350,C,IN ,5,78,4,42410901
1773510325.964592,S,OUT,6,78,5,410901c0f4
1773510325.964993,C,IN ,5,78,4,42410901
1773510325.965287,S,OUT,6,78,5,410901c0f4
1773510325.965649,C,IN ,5,78,4,42410901
1773510325.965897,S,OUT,6,78,5,410901c0f4
1773510325.966277,C,IN ,5,78,4,42410901
1773510325.966562,S,OUT,6,78,5,410901c0f4
1773510325.966955,C,IN ,5,78,4,42410901
1773510325.967238,S,OUT,6,78,5,410901c0f4
1773510325.967674,C,IN ,5,78,4,42410901
1773510325.967946,S,OUT,6,78,5,410901c0f4
1773510325.968337,C,IN ,5,78,4,42410901
1773510325.968604,S,OUT,6,78,5,410901c0f4
1773510325.969352,C,IN ,5,78,4,42410901
1773510325.969612,S,OUT,6,78,5,410901c0f4
1773510325.970180,C,IN ,5,78,4,42410901
1773510325.970474,S,OUT,6,78,5,410901c0f4
1773510325.970874,C,IN ,5,78,4,42410901
1773510325.971143,S,OUT,6,78,5,410901c0f4
1773510325.971541,C,IN ,5,78,4,42410901
1773510325.971779,S,OUT,6,78,5,410901c0f4
1773510325.972117,C,IN ,5,78,4,42410901
1773510325.972374,S,OUT,6,78,5,410901c0f4
1773510325.972825,C,IN ,5,78,4,42410901
1773510325.973079,S,OUT,6,78,5,410901c0f4
1773510325.973691,C,IN ,5,78,4,42410901
1773510325.973974,S,OUT,6,78,5,410901c0f4
1773510325.975014,C,IN ,5,78,4,42410901
1773510325.975301,S,OUT,6,78,5,410901c0f4
1773510325.975718,C,IN ,5,78,4,42410900
1773510325.975956,S,OUT,6,78,5,430901c0f2
1773510325.977006,C,IN ,5,78,55,440933c0ff060300630000000000ff061e0001aa00000000011219000562f0809664992380000d96655474800203ffff0001fffffffffd
1773510325.977259,S,OUT,6,78,3,064409
1773510335.501648,S,OUT,6,78,25,400915c000fe0000aa00000000000000000000000000000039
1773510335.502659,C,IN ,5,78,3,064009
1773510335.503052,S,OUT,6,78,5,410901c0f4
1773510335.503484,C,IN ,5,78,4,42410900
1773510335.503944,S,OUT,6,78,5,430901c0f2
1773510335.504676,C,IN ,5,78,27,440917c000fe0000aa000000000000fe020001aa00000000010087
1773510335.505126,S,OUT,6,78,3,064409
1773510336.983003,S,OUT,6,78,25,400915c000fe0000aa00000000000000000000000000000039
1773510336.983971,C,IN ,5,78,3,064009
1773510336.984336,S,OUT,6,78,5,410901c0f4
1773510336.984676,C,IN ,5,78,4,42410900
1773510336.984959,S,OUT,6,78,5,430901c0f2
1773510336.985617,C,IN ,5,78,27,440917c000fe0000aa000000000000fe020001aa00000000010087
1773510336.985874,S,OUT,6,78,3,064409
1773510337.061293,S,OUT,6,78,28,400918c0ff0603000100000000000000000000000000000022da26b3
1773510337.062967,C,IN ,5,78,3,064009
1773510337.063298,S,OUT,6,78,5,410901c0f4
1773510337.066469,C,IN ,5,78,4,42410901
1773510337.066884,S,OUT,6,78,5,410901c0f4
1773510337.067471,C,IN ,5,78,4,42410901
1773510337.067800,S,OUT,6,78,5,410901c0f4
1773510337.068223,C,IN ,5,78,4,42410901
1773510337.068532,S,OUT,6,78,5,410901c0f4
1773510337.068937,C,IN ,5,78,4,42410901
1773510337.069269,S,OUT,6,78,5,410901c0f4
1773510337.069639,C,IN ,5,78,4,42410901
1773510337.069928,S,OUT,6,78,5,410901c0f4
1773510337.070335,C,IN ,5,78,4,42410901
1773510337.070577,S,OUT,6,78,5,410901c0f4
1773510337.070958,C,IN ,5,78,4,42410901
1773510337.071251,S,OUT,6,78,5,410901c0f4
1773510337.071585,C,IN ,5,78,4,42410901
1773510337.071831,S,OUT,6,78,5,410901c0f4
1773510337.072232,C,IN ,5,78,4,42410901
1773510337.072491,S,OUT,6,78,5,410901c0f4
1773510337.072933,C,IN ,5,78,4,42410901
1773510337.073181,S,OUT,6,78,5,410901c0f4
1773510337.073510,C,IN ,5,78,4,42410901
1773510337.073773,S,OUT,6,78,5,410901c0f4
1773510337.074210,C,IN ,5,78,4,42410901
1773510337.074441,S,OUT,6,78,5,410901c0f4
1773510337.074770,C,IN ,5,78,4,42410901
1773510337.075012,S,OUT,6,78,5,410901c0f4
1773510337.075426,C,IN ,5,78,4,42410901
1773510337.075657,S,OUT,6,78,5,410901c0f4
1773510337.075997,C,IN ,5,78,4,42410901
1773510337.076222,S,OUT,6,78,5,410901c0f4
1773510337.076551,C,IN ,5,78,4,42410901
1773510337.076773,S,OUT,6,78,5,410901c0f4
1773510337.077131,C,IN ,5,78,4,42410901
1773510337.077367,S,OUT,6,78,5,410901c0f4
1773510337.077701,C,IN ,5,78,4,42410901
1773510337.077925,S,OUT,6,78,5,410901c0f4
1773510337.078347,C,IN ,5,78,4,42410901
1773510337.078606,S,OUT,6,78,5,410901c0f4
1773510337.078984,C,IN ,5,78,4,42410901
1773510337.079198,S,OUT,6,78,5,410901c0f4
1773510337.079568,C,IN ,5,78,4,42410901
1773510337.079788,S,OUT,6,78,5,410901c0f4
1773510337.080133,C,IN ,5,78,4,42410901
1773510337.080350,S,OUT,6,78,5,410901c0f4
1773510337.080700,C,IN ,5,78,4,42410901
1773510337.080924,S,OUT,6,78,5,410901c0f4
1773510337.081335,C,IN ,5,78,4,42410901
1773510337.081554,S,OUT,6,78,5,410901c0f4
1773510337.081934,C,IN ,5,78,4,42410901
1773510337.082203,S,OUT,6,78,5,410901c0f4
1773510337.082565,C,IN ,5,78,4,42410901
1773510337.082811,S,OUT,6,78,5,410901c0f4
1773510337.083253,C,IN ,5,78,4,42410901
1773510337.083517,S,OUT,6,78,5,410901c0f4
1773510337.083935,C,IN ,5,78,4,42410901
1773510337.084195,S,OUT,6,78,5,410901c0f4
1773510337.084533,C,IN ,5,78,4,42410901
1773510337.084744,S,OUT,6,78,5,410901c0f4
1773510337.085106,C,IN ,5,78,4,42410901
1773510337.085324,S,OUT,6,78,5,410901c0f4
1773510337.085710,C,IN ,5,78,4,42410901
1773510337.085928,S,OUT,6,78,5,410901c0f4
1773510337.086380,C,IN ,5,78,4,42410901
1773510337.086604,S,OUT,6,78,5,410901c0f4
1773510337.086934,C,IN ,5,78,4,42410901
1773510337.087171,S,OUT,6,78,5,410901c0f4
1773510337.087516,C,IN ,5,78,4,42410901
1773510337.087730,S,OUT,6,78,5,410901c0f4
1773510337.088096,C,IN ,5,78,4,42410901
1773510337.088314,S,OUT,6,78,5,410901c0f4
1773510337.088671,C,IN ,5,78,4,42410901
1773510337.088904,S,OUT,6,78,5,410901c0f4
1773510337.089301,C,IN ,5,78,4,42410901
1773510337.089524,S,OUT,6,78,5,410901c0f4
1773510337.089859,C,IN ,5,78,4,42410901
1773510337.090058,S,OUT,6,78,5,410901c0f4
1773510337.090518,C,IN ,5,78,4,42410901
1773510337.090721,S,OUT,6,78,5,410901c0f4
1773510337.091079,C,IN ,5,78,4,42410901
1773510337.091279,S,OUT,6,78,5,410901c0f4
1773510337.091647,C,IN ,5,78,4,42410901
1773510337.091860,S,OUT,6,78,5,410901c0f4
1773510337.092288,C,IN ,5,78,4,42410901
1773510337.092498,S,OUT,6,78,5,410901c0f4
1773510337.092960,C,IN ,5,78,4,42410901
1773510337.093176,S,OUT,6,78,5,410901c0f4
1773510337.093968,C,IN ,5,78,4,42410901
1773510337.094256,S,OUT,6,78,5,410901c0f4
1773510337.094691,C,IN ,5,78,4,42410900
1773510337.094940,S,OUT,6,78,5,430901c0f2
1773510337.095753,C,IN ,5,78,34,44091ec0ff060300010000000000ff06090001aa00000000011204000562da26692b
1773510337.096056,S,OUT,6,78,3,064409
1773510337.932793,S,OUT,6,78,25,400915c000fe0000aa00000000000000000000000000000039
1773510337.933809,C,IN ,5,78,3,064009
1773510337.934135,S,OUT,6,78,5,410901c0f4
1773510337.934557,C,IN ,5,78,4,42410900
1773510337.934879,S,OUT,6,78,5,430901c0f2
1773510337.935649,C,IN ,5,78,27,440917c000fe0000aa000000000000fe020001aa00000000010087
1773510337.935999,S,OUT,6,78,3,064409
1773510337.960653,S,OUT,6,78,28,400918c0ff0603000100000000000000000000000000000022da25b4
1773510337.962285,C,IN ,5,78,3,064009
1773510337.962618,S,OUT,6,78,5,410901c0f4
1773510337.965903,C,IN ,5,78,4,42410901
1773510337.966249,S,OUT,6,78,5,410901c0f4
1773510337.966779,C,IN ,5,78,4,42410901
1773510337.967058,S,OUT,6,78,5,410901c0f4
1773510337.967432,C,IN ,5,78,4,42410901
1773510337.967716,S,OUT,6,78,5,410901c0f4
1773510337.968053,C,IN ,5,78,4,42410901
1773510337.968313,S,OUT,6,78,5,410901c0f4
1773510337.968761,C,IN ,5,78,4,42410901
1773510337.969033,S,OUT,6,78,5,410901c0f4
1773510337.969412,C,IN ,5,78,4,42410901
1773510337.969687,S,OUT,6,78,5,410901c0f4
1773510337.970069,C,IN ,5,78,4,42410901
1773510337.970324,S,OUT,6,78,5,410901c0f4
1773510337.970725,C,IN ,5,78,4,42410901
1773510337.970969,S,OUT,6,78,5,410901c0f4
1773510337.971412,C,IN ,5,78,4,42410901
1773510337.971689,S,OUT,6,78,5,410901c0f4
1773510337.972080,C,IN ,5,78,4,42410901
1773510337.972356,S,OUT,6,78,5,410901c0f4
1773510337.972756,C,IN ,5,78,4,42410901
1773510337.973016,S,OUT,6,78,5,410901c0f4
1773510337.973402,C,IN ,5,78,4,42410901
1773510337.973637,S,OUT,6,78,5,410901c0f4
1773510337.973970,C,IN ,5,78,4,42410901
1773510337.974198,S,OUT,6,78,5,410901c0f4
1773510337.974599,C,IN ,5,78,4,42410901
1773510337.974832,S,OUT,6,78,5,410901c0f4
1773510337.975177,C,IN ,5,78,4,42410901
1773510337.975404,S,OUT,6,78,5,410901c0f4
1773510337.975811,C,IN ,5,78,4,42410901
1773510337.976031,S,OUT,6,78,5,410901c0f4
1773510337.976376,C,IN ,5,78,4,42410901
1773510337.976662,S,OUT,6,78,5,410901c0f4
1773510337.977020,C,IN ,5,78,4,42410901
1773510337.977256,S,OUT,6,78,5,410901c0f4
1773510337.977650,C,IN ,5,78,4,42410901
1773510337.977882,S,OUT,6,78,5,410901c0f4
1773510337.978224,C,IN ,5,78,4,42410901
1773510337.978492,S,OUT,6,78,5,410901c0f4
1773510337.978892,C,IN ,5,78,4,42410901
1773510337.979106,S,OUT,6,78,5,410901c0f4
1773510337.979503,C,IN ,5,78,4,42410901
1773510337.979724,S,OUT,6,78,5,410901c0f4
1773510337.980073,C,IN ,5,78,4,42410901
1773510337.980329,S,OUT,6,78,5,410901c0f4
1773510337.980767,C,IN ,5,78,4,42410901
1773510337.981038,S,OUT,6,78,5,410901c0f4
1773510337.981415,C,IN ,5,78,4,42410901
1773510337.981665,S,OUT,6,78,5,410901c0f4
1773510337.981988,C,IN ,5,78,4,42410901
1773510337.982234,S,OUT,6,78,5,410901c0f4
1773510337.982624,C,IN ,5,78,4,42410901
1773510337.982854,S,OUT,6,78,5,410901c0f4
1773510337.983218,C,IN ,5,78,4,42410901
1773510337.983462,S,OUT,6,78,5,410901c0f4
1773510337.983971,C,IN ,5,78,4,42410901
1773510337.984209,S,OUT,6,78,5,410901c0f4
1773510337.984550,C,IN ,5,78,4,42410901
1773510337.984791,S,OUT,6,78,5,410901c0f4
1773510337.985155,C,IN ,5,78,4,42410901
1773510337.985394,S,OUT,6,78,5,410901c0f4
1773510337.985808,C,IN ,5,78,4,42410901
1773510337.986047,S,OUT,6,78,5,410901c0f4
1773510337.986391,C,IN ,5,78,4,42410901
1773510337.986626,S,OUT,6,78,5,410901c0f4
1773510337.987067,C,IN ,5,78,4,42410901
1773510337.987315,S,OUT,6,78,5,410901c0f4
1773510337.987727,C,IN ,5,78,4,42410901
1773510337.988041,S,OUT,6,78,5,410901c0f4
1773510337.988451,C,IN ,5,78,4,42410901
1773510337.988723,S,OUT,6,78,5,410901c0f4
1773510337.989114,C,IN ,5,78,4,42410901
1773510337.989336,S,OUT,6,78,5,410901c0f4
1773510337.989766,C,IN ,5,78,4,42410901
1773510337.990034,S,OUT,6,78,5,410901c0f4
1773510337.990404,C,IN ,5,78,4,42410901
1773510337.990620,S,OUT,6,78,5,410901c0f4
1773510337.990967,C,IN ,5,78,4,42410901
1773510337.991184,S,OUT,6,78,5,410901c0f4
1773510337.991535,C,IN ,5,78,4,42410901
1773510337.991753,S,OUT,6,78,5,410901c0f4
1773510337.992125,C,IN ,5,78,4,42410901
1773510337.992338,S,OUT,6,78,5,410901c0f4
1773510337.992759,C,IN ,5,78,4,42410901
1773510337.992980,S,OUT,6,78,5,410901c0f4
1773510337.993423,C,IN ,5,78,4,42410901
1773510337.993644,S,OUT,6,78,5,410901c0f4
1773510337.994392,C,IN ,5,78,4,42410901
1773510337.994634,S,OUT,6,78,5,410901c0f4
1773510337.995018,C,IN ,5,78,4,42410900
1773510337.995233,S,OUT,6,78,5,430901c0f2
1773510337.996094,C,IN ,5,78,34,44091ec0ff060300010000000000ff06090001aa00000000011204000562da250491
1773510337.996353,S,OUT,6,78,3,064409
