# Lexia 3 USB traffic dump
# timestamp,type,direction,endpoint,device,length,hex_data
1773510361.788637,S,OUT,6,78,5,410901c0f4
1773510361.791281,C,IN ,5,78,4,42410901
1773510361.792305,S,OUT,6,78,5,410901c0f4
1773510361.793244,C,IN ,5,78,4,42410901
1773510361.794811,S,OUT,6,78,5,410901c0f4
1773510361.795623,C,IN ,5,78,4,42410901
1773510361.795998,S,OUT,6,78,5,410901c0f4
1773510361.796423,C,IN ,5,78,4,42410901
1773510361.796928,S,OUT,6,78,5,410901c0f4
1773510361.797395,C,IN ,5,78,4,42410901
1773510361.798711,S,OUT,6,78,5,410901c0f4
1773510361.799253,C,IN ,5,78,4,42410901
1773510361.799679,S,OUT,6,78,5,410901c0f4
1773510361.800285,C,IN ,5,78,4,42410901
1773510361.800720,S,OUT,6,78,5,410901c0f4
1773510361.801170,C,IN ,5,78,4,42410901
1773510361.801525,S,OUT,6,78,5,410901c0f4
1773510361.801990,C,IN ,5,78,4,42410901
1773510361.802333,S,OUT,6,78,5,410901c0f4
1773510361.802746,C,IN ,5,78,4,42410901
1773510361.803052,S,OUT,6,78,5,410901c0f4
1773510361.803485,C,IN ,5,78,4,42410901
1773510361.803758,S,OUT,6,78,5,410901c0f4
1773510361.804139,C,IN ,5,78,4,42410901
1773510361.804463,S,OUT,6,78,5,410901c0f4
1773510361.804841,C,IN ,5,78,4,42410901
1773510361.805142,S,OUT,6,78,5,410901c0f4
1773510361.805604,C,IN ,5,78,4,42410901
1773510361.805876,S,OUT,6,78,5,410901c0f4
1773510361.806240,C,IN ,5,78,4,42410901
1773510361.806509,S,OUT,6,78,5,410901c0f4
1773510361.806860,C,IN ,5,78,4,42410901
1773510361.807142,S,OUT,6,78,5,410901c0f4
1773510361.807568,C,IN ,5,78,4,42410901
1773510361.807862,S,OUT,6,78,5,410901c0f4
1773510361.808284,C,IN ,5,78,4,42410901
1773510361.808630,S,OUT,6,78,5,410901c0f4
1773510361.809204,C,IN ,5,78,4,42410901
1773510361.809543,S,OUT,6,78,5,410901c0f4
1773510361.809968,C,IN ,5,78,4,42410901
1773510361.810286,S,OUT,6,78,5,410901c0f4
1773510361.810691,C,IN ,5,78,4,42410901
1773510361.811149,S,OUT,6,78,5,410901c0f4
1773510361.811558,C,IN ,5,78,4,42410901
1773510361.811859,S,OUT,6,78,5,410901c0f4
1773510361.812261,C,IN ,5,78,4,42410901
1773510361.812625,S,OUT,6,78,5,410901c0f4
1773510361.812978,C,IN ,5,78,4,42410901
1773510361.813253,S,OUT,6,78,5,410901c0f4
1773510361.814031,C,IN ,5,78,4,42410901
1773510361.814519,S,OUT,6,78,5,410901c0f4
1773510361.815120,C,IN ,5,78,4,42410900
1773510361.815500,S,OUT,6,78,5,430901c0f2
1773510361.816241,C,IN ,5,78,34,44091ec0ff060300010000000000ff06090001aa0000000001120400056223670109
1773510361.816521,S,OUT,6,78,3,064409
1773510362.365466,S,OUT,6,78,25,400915c000fe0000aa00000000000000000000000000000039
1773510362.366414,C,IN ,5,78,3,064009
1773510362.366758,S,OUT,6,78,5,410901c0f4
1773510362.367223,C,IN ,5,78,4,42410900
1773510362.368411,S,OUT,6,78,5,430901c0f2
1773510362.369110,C,IN ,5,78,27,440917c000fe0000aa000000000000fe020001aa00000000010087
1773510362.369879,S,OUT,6,78,3,064409
1773510362.723380,S,OUT,6,78,25,400915c000fe0000aa00000000000000000000000000000039
1773510362.724331,C,IN ,5,78,3,064009
1773510362.724603,S,OUT,6,78,5,410901c0f4
1773510362.724981,C,IN ,5,78,4,42410900
1773510362.725348,S,OUT,6,78,5,430901c0f2
1773510362.726081,C,IN ,5,78,27,440917c000fe0000aa000000000000fe020001aa00000000010087
1773510362.726438,S,OUT,6,78,3,064409
1773510362.756130,S,OUT,6,78,28,400918c0ff0603000100000000000000000000000000000022236a26
1773510362.757767,C,IN ,5,78,3,064009
1773510362.758191,S,OUT,6,78,5,410901c0f4
1773510362.760975,C,IN ,5,78,4,42410901
1773510362.761853,S,OUT,6,78,5,410901c0f4
1773510362.762421,C,IN ,5,78,4,42410901
1773510362.762827,S,OUT,6,78,5,410901c0f4
1773510362.763372,C,IN ,5,78,4,42410901
1773510362.763769,S,OUT,6,78,5,410901c0f4
1773510362.764254,C,IN ,5,78,4,42410901
1773510362.764648,S,OUT,6,78,5,410901c0f4
1773510362.765175,C,IN ,5,78,4,42410901
1773510362.765584,S,OUT,6,78,5,410901c0f4
1773510362.766080,C,IN ,5,78,4,42410901
1773510362.766453,S,OUT,6,78,5,410901c0f4
1773510362.766883,C,IN ,5,78,4,42410901
1773510362.767185,S,OUT,6,78,5,410901c0f4
1773510362.767574,C,IN ,5,78,4,42410901
1773510362.767847,S,OUT,6,78,5,410901c0f4
1773510362.768274,C,IN ,5,78,4,42410901
1773510362.768706,S,OUT,6,78,5,410901c0f4
1773510362.769357,C,IN ,5,78,4,42410901
1773510362.769679,S,OUT,6,78,5,410901c0f4
1773510362.770134,C,IN ,5,78,4,42410901
1773510362.770453,S,OUT,6,78,5,410901c0f4
1773510362.770906,C,IN ,5,78,4,42410901
1773510362.771760,S,OUT,6,78,5,410901c0f4
1773510362.772234,C,IN ,5,78,4,42410901
1773510362.772553,S,OUT,6,78,5,410901c0f4
1773510362.772984,C,IN ,5,78,4,42410901
1773510362.773269,S,OUT,6,78,5,410901c0f4
1773510362.773669,C,IN ,5,78,4,42410901
1773510362.774006,S,OUT,6,78,5,410901c0f4
1773510362.774441,C,IN ,5,78,4,42410901
1773510362.774719,S,OUT,6,78,5,410901c0f4
1773510362.775095,C,IN ,5,78,4,42410901
1773510362.775369,S,OUT,6,78,5,410901c0f4
1773510362.775726,C,IN ,5,78,4,42410901
1773510362.775983,S,OUT,6,78,5,410901c0f4
1773510362.776509,C,IN ,5,78,4,42410901
1773510362.776806,S,OUT,6,78,5,410901c0f4
1773510362.777237,C,IN ,5,78,4,42410901
1773510362.777577,S,OUT,6,78,5,410901c0f4
1773510362.777958,C,IN ,5,78,4,42410901
1773510362.778262,S,OUT,6,78,5,410901c0f4
1773510362.778786,C,IN ,5,78,4,42410901
1773510362.779119,S,OUT,6,78,5,410901c0f4
1773510362.779527,C,IN ,5,78,4,42410901
1773510362.779829,S,OUT,6,78,5,410901c0f4
1773510362.780246,C,IN ,5,78,4,42410901
1773510362.780588,S,OUT,6,78,5,410901c0f4
1773510362.781044,C,IN ,5,78,4,42410901
1773510362.781385,S,OUT,6,78,5,410901c0f4
1773510362.781867,C,IN ,5,78,4,42410901
1773510362.782257,S,OUT,6,78,5,410901c0f4
1773510362.782729,C,IN ,5,78,4,42410901
1773510362.783123,S,OUT,6,78,5,410901c0f4
1773510362.783906,C,IN ,5,78,4,42410901
1773510362.784328,S,OUT,6,78,5,410901c0f4
1773510362.784761,C,IN ,5,78,4,42410900
1773510362.785179,S,OUT,6,78,5,430901c0f2
1773510362.785983,C,IN ,5,78,34,44091ec0ff060300010000000000ff06090001aa00000000011204000562236a0106
1773510362.786267,S,OUT,6,78,3,064409
1773510363.440449,S,OUT,6,78,25,400915c000fe0000aa00000000000000000000000000000039
1773510363.441378,C,IN ,5,78,3,064009
1773510363.441687,S,OUT,6,78,5,410901c0f4
1773510363.442086,C,IN ,5,78,4,42410900
1773510363.442438,S,OUT,6,78,5,430901c0f2
1773510363.443133,C,IN ,5,78,27,440917c000fe0000aa000000000000fe020001aa00000000010087
1773510363.443474,S,OUT,6,78,3,064409
1773510363.786244,S,OUT,6,78,25,400915c000fe0000aa00000000000000000000000000000039
1773510363.787207,C,IN ,5,78,3,064009
1773510363.787593,S,OUT,6,78,5,410901c0f4
1773510363.788024,C,IN ,5,78,4,42410900
1773510363.788693,S,OUT,6,78,5,430901c0f2
1773510363.789431,C,IN ,5,78,27,440917c000fe0000aa000000000000fe020001aa00000000010087
1773510363.789731,S,OUT,6,78,3,064409
1773510363.821520,S,OUT,6,78,28,400918c0ff0603000100000000000000000000000000000022236b25
1773510363.823139,C,IN ,5,78,3,064009
1773510363.823695,S,OUT,6,78,5,410901c0f4
1773510363.826693,C,IN ,5,78,4,42410901
1773510363.827239,S,OUT,6,78,5,410901c0f4
1773510363.827808,C,IN ,5,78,4,42410901
1773510363.828248,S,OUT,6,78,5,410901c0f4
1773510363.829214,C,IN ,5,78,4,42410901
1773510363.829713,S,OUT,6,78,5,410901c0f4
1773510363.830359,C,IN ,5,78,4,42410901
1773510363.830752,S,OUT,6,78,5,410901c0f4
1773510363.831197,C,IN ,5,78,4,42410901
1773510363.831525,S,OUT,6,78,5,410901c0f4
1773510363.831953,C,IN ,5,78,4,42410901
1773510363.832282,S,OUT,6,78,5,410901c0f4
1773510363.832692,C,IN ,5,78,4,42410901
1773510363.833019,S,OUT,6,78,5,410901c0f4
1773510363.833464,C,IN ,5,78,4,42410901
1773510363.833838,S,OUT,6,78,5,410901c0f4
1773510363.834368,C,IN ,5,78,4,42410901
1773510363.834729,S,OUT,6,78,5,410901c0f4
1773510363.835402,C,IN ,5,78,4,42410901
1773510363.835828,S,OUT,6,78,5,410901c0f4
1773510363.836238,C,IN ,5,78,4,42410901
1773510363.836575,S,OUT,6,78,5,410901c0f4
1773510363.837029,C,IN ,5,78,4,42410901
1773510363.837787,S,OUT,6,78,5,410901c0f4
1773510363.838205,C,IN ,5,78,4,42410901
1773510363.838584,S,OUT,6,78,5,410901c0f4
1773510363.838980,C,IN ,5,78,4,42410901
1773510363.839362,S,OUT,6,78,5,410901c0f4
1773510363.839742,C,IN ,5,78,4,42410901
1773510363.840021,S,OUT,6,78,5,410901c0f4
1773510363.840432,C,IN ,5,78,4,42410901
1773510363.840704,S,OUT,6,78,5,410901c0f4
1773510363.841085,C,IN ,5,78,4,42410901
1773510363.841364,S,OUT,6,78,5,410901c0f4
1773510363.841908,C,IN ,5,78,4,42410901
1773510363.842182,S,OUT,6,78,5,410901c0f4
1773510363.842628,C,IN ,5,78,4,42410901
1773510363.842940,S,OUT,6,78,5,410901c0f4
1773510363.843340,C,IN ,5,78,4,42410901
1773510363.843702,S,OUT,6,78,5,410901c0f4
1773510363.844095,C,IN ,5,78,4,42410901
1773510363.844454,S,OUT,6,78,5,410901c0f4
1773510363.844940,C,IN ,5,78,4,42410901
1773510363.845910,S,OUT,6,78,5,410901c0f4
1773510363.846345,C,IN ,5,78,4,42410901
1773510363.846686,S,OUT,6,78,5,410901c0f4
1773510363.847094,C,IN ,5,78,4,42410901
1773510363.847418,S,OUT,6,78,5,410901c0f4
1773510363.847825,C,IN ,5,78,4,42410901
1773510363.848143,S,OUT,6,78,5,410901c0f4
1773510363.848643,C,IN ,5,78,4,42410901
1773510363.848956,S,OUT,6,78,5,410901c0f4
1773510363.849437,C,IN ,5,78,4,42410901
1773510363.849766,S,OUT,6,78,5,410901c0f4
1773510363.850247,C,IN ,5,78,4,42410901
1773510363.851019,S,OUT,6,78,5,410901c0f4
1773510363.851797,C,IN ,5,78,4,42410901
1773510363.852273,S,OUT,6,78,5,410901c0f4
1773510363.852908,C,IN ,5,78,4,42410901
1773510363.853311,S,OUT,6,78,5,410901c0f4
1773510363.853906,C,IN ,5,78,4,42410901
1773510363.854263,S,OUT,6,78,5,410901c0f4
1773510363.854750,C,IN ,5,78,4,42410900
1773510363.855113,S,OUT,6,78,5,430901c0f2
1773510363.855929,C,IN ,5,78,34,44091ec0ff060300010000000000ff06090001aa00000000011204000562236b0105
1773510363.856277,S,OUT,6,78,3,064409
1773510364.446969,S,OUT,6,78,25,400915c000fe0000aa00000000000000000000000000000039
1773510364.447951,C,IN ,5,78,3,064009
1773510364.448396,S,OUT,6,78,5,410901c0f4
1773510364.448948,C,IN ,5,78,4,42410900
1773510364.449326,S,OUT,6,78,5,430901c0f2
1773510364.450014,C,IN ,5,78,27,440917c000fe0000aa000000000000fe020001aa00000000010087
1773510364.450398,S,OUT,6,78,3,064409
1773510364.801245,S,OUT,6,78,25,400915c000fe0000aa00000000000000000000000000000039
1773510364.802167,C,IN ,5,78,3,064009
1773510364.802559,S,OUT,6,78,5,410901c0f4
1773510364.803027,C,IN ,5,78,4,42410900
1773510364.803499,S,OUT,6,78,5,430901c0f2
1773510364.804210,C,IN ,5,78,27,440917c000fe0000aa000000000000fe020001aa00000000010087
1773510364.804633,S,OUT,6,78,3,064409
1773510364.839402,S,OUT,6,78,28,400918c0ff0603000100000000000000000000000000000022236e22
1773510364.841053,C,IN ,5,78,3,064009
1773510364.841436,S,OUT,6,78,5,410901c0f4
1773510364.844334,C,IN ,5,78,4,42410901
1773510364.844710,S,OUT,6,78,5,410901c0f4
1773510364.845196,C,IN ,5,78,4,42410901
1773510364.845559,S,OUT,6,78,5,410901c0f4
1773510364.845942,C,IN ,5,78,4,42410901
1773510364.846208,S,OUT,6,78,5,410901c0f4
1773510364.846613,C,IN ,5,78,4,42410901
1773510364.846908,S,OUT,6,78,5,410901c0f4
1773510364.847352,C,IN ,5,78,4,42410901
1773510364.847635,S,OUT,6,78,5,410901c0f4
1773510364.848019,C,IN ,5,78,4,42410901
1773510364.848307,S,OUT,6,78,5,410901c0f4
1773510364.848775,C,IN ,5,78,4,42410901
1773510364.849094,S,OUT,6,78,5,410901c0f4
1773510364.849542,C,IN ,5,78,4,42410901
1773510364.849779,S,OUT,6,78,5,410901c0f4
1773510364.850173,C,IN ,5,78,4,42410901
1773510364.850434,S,OUT,6,78,5,410901c0f4
1773510364.850843,C,IN ,5,78,4,42410901
1773510364.851204,S,OUT,6,78,5,410901c0f4
1773510364.851641,C,IN ,5,78,4,42410901
1773510364.851921,S,OUT,6,78,5,410901c0f4
1773510364.852321,C,IN ,5,78,4,42410901
1773510364.852607,S,OUT,6,78,5,410901c0f4
1773510364.853013,C,IN ,5,78,4,42410901
1773510364.853305,S,OUT,6,78,5,410901c0f4
1773510364.853678,C,IN ,5,78,4,42410901
1773510364.853934,S,OUT,6,78,5,410901c0f4
1773510364.854342,C,IN ,5,78,4,42410901
1773510364.854608,S,OUT,6,78,5,410901c0f4
1773510364.855057,C,IN ,5,78,4,42410901
1773510364.855337,S,OUT,6,78,5,410901c0f4
1773510364.855707,C,IN ,5,78,4,42410901
1773510364.855999,S,OUT,6,78,5,410901c0f4
1773510364.856399,C,IN ,5,78,4,42410901
1773510364.856698,S,OUT,6,78,5,410901c0f4
1773510364.857051,C,IN ,5,78,4,42410901
1773510364.857330,S,OUT,6,78,5,410901c0f4
1773510364.857777,C,IN ,5,78,4,42410901
1773510364.858025,S,OUT,6,78,5,410901c0f4
1773510364.858492,C,IN ,5,78,4,42410901
1773510364.858765,S,OUT,6,78,5,410901c0f4
1773510364.859130,C,IN ,5,78,4,42410901
1773510364.859420,S,OUT,6,78,5,410901c0f4
1773510364.859829,C,IN ,5,78,4,42410901
1773510364.860141,S,OUT,6,78,5,410901c0f4
1773510364.860543,C,IN ,5,78,4,42410901
1773510364.860814,S,OUT,6,78,5,410901c0f4
1773510364.861213,C,IN ,5,78,4,42410901
1773510364.861502,S,OUT,6,78,5,410901c0f4
1773510364.861944,C,IN ,5,78,4,42410901
1773510364.862239,S,OUT,6,78,5,410901c0f4
1773510364.862635,C,IN ,5,78,4,42410901
1773510364.862892,S,OUT,6,78,5,410901c0f4
1773510364.863282,C,IN ,5,78,4,42410901
1773510364.863622,S,OUT,6,78,5,410901c0f4
1773510364.863993,C,IN ,5,78,4,42410901
1773510364.864254,S,OUT,6,78,5,410901c0f4
1773510364.864705,C,IN ,5,78,4,42410901
1773510364.865003,S,OUT,6,78,5,410901c0f4
1773510364.865432,C,IN ,5,78,4,42410901
1773510364.865684,S,OUT,6,78,5,410901c0f4
1773510364.866066,C,IN ,5,78,4,42410901
1773510364.866319,S,OUT,6,78,5,410901c0f4
1773510364.866867,C,IN ,5,78,4,42410901
1773510364.867144,S,OUT,6,78,5,410901c0f4
1773510364.867568,C,IN ,5,78,4,42410901
1773510364.867839,S,OUT,6,78,5,410901c0f4
1773510364.868217,C,IN ,5,78,4,42410901
1773510364.868564,S,OUT,6,78,5,410901c0f4
1773510364.868958,C,IN ,5,78,4,42410901
1773510364.869227,S,OUT,6,78,5,410901c0f4
1773510364.869646,C,IN ,5,78,4,42410901
1773510364.869906,S,OUT,6,78,5,410901c0f4
1773510364.870290,C,IN ,5,78,4,42410901
1773510364.870545,S,OUT,6,78,5,410901c0f4
1773510364.870941,C,IN ,5,78,4,42410901
1773510364.871197,S,OUT,6,78,5,410901c0f4
1773510364.871657,C,IN ,5,78,4,42410901
1773510364.871931,S,OUT,6,78,5,410901c0f4
1773510364.872309,C,IN ,5,78,4,42410901
1773510364.872565,S,OUT,6,78,5,410901c0f4
1773510364.872941,C,IN ,5,78,4,42410901
1773510364.873268,S,OUT,6,78,5,410901c0f4
1773510364.873705,C,IN ,5,78,4,42410901
1773510364.873959,S,OUT,6,78,5,410901c0f4
1773510364.874357,C,IN ,5,78,4,42410901
1773510364.874663,S,OUT,6,78,5,410901c0f4
1773510364.875192,C,IN ,5,78,4,42410901
1773510364.875531,S,OUT,6,78,5,410901c0f4
1773510364.875949,C,IN ,5,78,4,42410900
1773510364.876300,S,OUT,6,78,5,430901c0f2
1773510364.877110,C,IN ,5,78,34,44091ec0ff060300010000000000ff06090001aa00000000011204000562236e0102
1773510364.877463,S,OUT,6,78,3,064409
1773510365.482483,S,OUT,6,78,25,400915c000fe0000aa00000000000000000000000000000039
1773510365.483367,C,IN ,5,78,3,064009
1773510365.483747,S,OUT,6,78,5,410901c0f4
1773510365.484185,C,IN ,5,78,4,42410900
1773510365.484523,S,OUT,6,78,5,430901c0f2
1773510365.485182,C,IN ,5,78,27,440917c000fe0000aa000000000000fe020001aa00000000010087
1773510365.485517,S,OUT,6,78,3,064409
1773510365.825640,S,OUT,6,78,25,400915c000fe0000aa00000000000000000000000000000039
1773510365.826666,C,IN ,5,78,3,064009
1773510365.827030,S,OUT,6,78,5,410901c0f4
1773510365.827450,C,IN ,5,78,4,42410900
1773510365.827796,S,OUT,6,78,5,430901c0f2
1773510365.828536,C,IN ,5,78,27,440917c000fe0000aa000000000000fe020001aa00000000010087
1773510365.828841,S,OUT,6,78,3,064409
1773510365.861091,S,OUT,6,78,28,400918c0ff0603000100000000000000000000000000000022237d13
1773510365.862865,C,IN ,5,78,3,064009
1773510365.863418,S,OUT,6,78,5,410901c0f4
1773510365.865983,C,IN ,5,78,4,42410901
1773510365.866359,S,OUT,6,78,5,410901c0f4
1773510365.866851,C,IN ,5,78,4,42410901
1773510365.867168,S,OUT,6,78,5,410901c0f4
1773510365.867784,C,IN ,5,78,4,42410901
1773510365.868089,S,OUT,6,78,5,410901c0f4
1773510365.868521,C,IN ,5,78,4,42410901
1773510365.868789,S,OUT,6,78,5,410901c0f4
1773510365.869180,C,IN ,5,78,4,42410901
1773510365.869459,S,OUT,6,78,5,410901c0f4
1773510365.869857,C,IN ,5,78,4,42410901
1773510365.870137,S,OUT,6,78,5,410901c0f4
1773510365.870565,C,IN ,5,78,4,42410901
1773510365.870795,S,OUT,6,78,5,410901c0f4
1773510365.871197,C,IN ,5,78,4,42410901
1773510365.871454,S,OUT,6,78,5,410901c0f4
1773510365.871853,C,IN ,5,78,4,42410901
1773510365.872095,S,OUT,6,78,5,410901c0f4
1773510365.872529,C,IN ,5,78,4,42410901
1773510365.872789,S,OUT,6,78,5,410901c0f4
1773510365.873213,C,IN ,5,78,4,42410901
1773510365.873488,S,OUT,6,78,5,410901c0f4
1773510365.873861,C,IN ,5,78,4,42410901
1773510365.874099,S,OUT,6,78,5,410901c0f4
1773510365.874485,C,IN ,5,78,4,42410901
1773510365.874693,S,OUT,6,78,5,410901c0f4
1773510365.875060,C,IN ,5,78,4,42410901
1773510365.875281,S,OUT,6,78,5,410901c0f4
1773510365.875640,C,IN ,5,78,4,42410901
1773510365.875856,S,OUT,6,78,5,410901c0f4
1773510365.876208,C,IN ,5,78,4,42410901
1773510365.876434,S,OUT,6,78,5,410901c0f4
1773510365.876782,C,IN ,5,78,4,42410901
1773510365.877009,S,OUT,6,78,5,410901c0f4
1773510365.877424,C,IN ,5,78,4,42410901
1773510365.877679,S,OUT,6,78,5,410901c0f4
1773510365.878070,C,IN ,5,78,4,42410901
1773510365.878326,S,OUT,6,78,5,410901c0f4
1773510365.878731,C,IN ,5,78,4,42410901
1773510365.879064,S,OUT,6,78,5,410901c0f4
1773510365.879557,C,IN ,5,78,4,42410901
1773510365.879804,S,OUT,6,78,5,410901c0f4
1773510365.880136,C,IN ,5,78,4,42410901
1773510365.880399,S,OUT,6,78,5,410901c0f4
1773510365.880904,C,IN ,5,78,4,42410901
1773510365.881240,S,OUT,6,78,5,410901c0f4
1773510365.881678,C,IN ,5,78,4,42410901
1773510365.881986,S,OUT,6,78,5,410901c0f4
1773510365.882460,C,IN ,5,78,4,42410901
1773510365.882705,S,OUT,6,78,5,410901c0f4
1773510365.883096,C,IN ,5,78,4,42410901
1773510365.883374,S,OUT,6,78,5,410901c0f4
1773510365.883775,C,IN ,5,78,4,42410901
1773510365.884014,S,OUT,6,78,5,410901c0f4
1773510365.884442,C,IN ,5,78,4,42410901
1773510365.884677,S,OUT,6,78,5,410901c0f4
1773510365.885073,C,IN ,5,78,4,42410901
1773510365.885369,S,OUT,6,78,5,410901c0f4
1773510365.885750,C,IN ,5,78,4,42410901
1773510365.885985,S,OUT,6,78,5,410901c0f4
1773510365.886350,C,IN ,5,78,4,42410901
1773510365.886613,S,OUT,6,78,5,410901c0f4
1773510365.886977,C,IN ,5,78,4,42410901
1773510365.887212,S,OUT,6,78,5,410901c0f4
1773510365.887640,C,IN ,5,78,4,42410901
1773510365.887916,S,OUT,6,78,5,410901c0f4
1773510365.888273,C,IN ,5,78,4,42410901
1773510365.888509,S,OUT,6,78,5,410901c0f4
1773510365.888977,C,IN ,5,78,4,42410901
1773510365.889227,S,OUT,6,78,5,410901c0f4
1773510365.889620,C,IN ,5,78,4,42410901
1773510365.889844,S,OUT,6,78,5,410901c0f4
1773510365.890207,C,IN ,5,78,4,42410901
1773510365.890493,S,OUT,6,78,5,410901c0f4
1773510365.890830,C,IN ,5,78,4,42410901
1773510365.891427,S,OUT,6,78,5,410901c0f4
1773510365.891832,C,IN ,5,78,4,42410901
1773510365.892106,S,OUT,6,78,5,410901c0f4
1773510365.892530,C,IN ,5,78,4,42410901
1773510365.892839,S,OUT,6,78,5,410901c0f4
1773510365.893266,C,IN ,5,78,4,42410901
1773510365.893559,S,OUT,6,78,5,410901c0f4
1773510365.894102,C,IN ,5,78,4,42410901
1773510365.894354,S,OUT,6,78,5,410901c0f4
1773510365.894795,C,IN ,5,78,4,42410900
1773510365.895078,S,OUT,6,78,5,430901c0f2
1773510365.895884,C,IN ,5,78,34,44091ec0ff060300010000000000ff06090001aa00000000011204000562237d01f3
1773510365.896289,S,OUT,6,78,3,064409
1773510366.490672,S,OUT,6,78,25,400915c000fe0000aa00000000000000000000000000000039
1773510366.491663,C,IN ,5,78,3,064009
1773510366.492052,S,OUT,6,78,5,410901c0f4
1773510366.492441,C,IN ,5,78,4,42410900
1773510366.492720,S,OUT,6,78,5,430901c0f2
1773510366.493462,C,IN ,5,78,27,440917c000fe0000aa000000000000fe020001aa00000000010087
1773510366.493814,S,OUT,6,78,3,064409
1773510366.689700,S,OUT,6,78,25,400915c000fe0000aa00000000000000000000000000000039
1773510366.690672,C,IN ,5,78,3,064009
1773510366.691044,S,OUT,6,78,5,410901c0f4
1773510366.691469,C,IN ,5,78,4,42410900
1773510366.691850,S,OUT,6,78,5,430901c0f2
1773510366.692571,C,IN ,5,78,27,440917c000fe0000aa000000000000fe020001aa00000000010087
1773510366.692872,S,OUT,6,78,3,064409
1773510367.029355,S,OUT,6,78,25,400915c000fe0000aa00000000000000000000000000000039
1773510367.030318,C,IN ,5,78,3,064009
1773510367.030688,S,OUT,6,78,5,410901c0f4
1773510367.031102,C,IN ,5,78,4,42410900
1773510367.031531,S,OUT,6,78,5,430901c0f2
1773510367.032283,C,IN ,5,78,27,440917c000fe0000aa000000000000fe020001aa00000000010087
1773510367.032582,S,OUT,6,78,3,064409
1773510367.062639,S,OUT,6,78,28,400918c0ff0603000100000000000000000000000000000022238c04
1773510367.064302,C,IN ,5,78,3,064009
1773510367.064722,S,OUT,6,78,5,410901c0f4
1773510367.067570,C,IN ,5,78,4,42410901
1773510367.068027,S,OUT,6,78,5,410901c0f4
1773510367.068711,C,IN ,5,78,4,42410901
1773510367.069057,S,OUT,6,78,5,410901c0f4
1773510367.069635,C,IN ,5,78,4,42410901
1773510367.070197,S,OUT,6,78,5,410901c0f4
1773510367.070764,C,IN ,5,78,4,42410901
1773510367.071420,S,OUT,6,78,5,410901c0f4
1773510367.072018,C,IN ,5,78,4,42410901
1773510367.072330,S,OUT,6,78,5,410901c0f4
1773510367.072708,C,IN ,5,78,4,42410901
1773510367.073075,S,OUT,6,78,5,410901c0f4
1773510367.073514,C,IN ,5,78,4,42410901
1773510367.073934,S,OUT,6,78,5,410901c0f4
1773510367.074369,C,IN ,5,78,4,42410901
1773510367.074798,S,OUT,6,78,5,410901c0f4
1773510367.075449,C,IN ,5,78,4,42410901
1773510367.076131,S,OUT,6,78,5,410901c0f4
1773510367.078653,C,IN ,5,78,4,42410901
1773510367.079120,S,OUT,6,78,5,410901c0f4
1773510367.079739,C,IN ,5,78,4,42410901
1773510367.080081,S,OUT,6,78,5,410901c0f4
1773510367.080588,C,IN ,5,78,4,42410901
1773510367.080969,S,OUT,6,78,5,410901c0f4
1773510367.081575,C,IN ,5,78,4,42410901
1773510367.082641,S,OUT,6,78,5,410901c0f4
1773510367.083575,C,IN ,5,78,4,42410901
1773510367.084160,S,OUT,6,78,5,410901c0f4
1773510367.084700,C,IN ,5,78,4,42410901
1773510367.085012,S,OUT,6,78,5,410901c0f4
1773510367.085478,C,IN ,5,78,4,42410901
1773510367.085774,S,OUT,6,78,5,410901c0f4
1773510367.086205,C,IN ,5,78,4,42410901
1773510367.086498,S,OUT,6,78,5,410901c0f4
1773510367.086901,C,IN ,5,78,4,42410901
1773510367.087195,S,OUT,6,78,5,410901c0f4
1773510367.087672,C,IN ,5,78,4,42410901
1773510367.087958,S,OUT,6,78,5,410901c0f4
1773510367.088369,C,IN ,5,78,4,42410901
1773510367.088743,S,OUT,6,78,5,410901c0f4
1773510367.089118,C,IN ,5,78,4,42410901
1773510367.089469,S,OUT,6,78,5,410901c0f4
1773510367.089837,C,IN ,5,78,4,42410901
1773510367.090111,S,OUT,6,78,5,410901c0f4
1773510367.090526,C,IN ,5,78,4,42410901
1773510367.090797,S,OUT,6,78,5,410901c0f4
1773510367.091164,C,IN ,5,78,4,42410901
1773510367.091506,S,OUT,6,78,5,410901c0f4
1773510367.091866,C,IN ,5,78,4,42410901
1773510367.092210,S,OUT,6,78,5,410901c0f4
1773510367.092604,C,IN ,5,78,4,42410901
1773510367.092868,S,OUT,6,78,5,410901c0f4
1773510367.093584,C,IN ,5,78,4,42410901
1773510367.093867,S,OUT,6,78,5,410901c0f4
1773510367.094427,C,IN ,5,78,4,42410900
1773510367.094852,S,OUT,6,78,5,430901c0f2
1773510367.095669,C,IN ,5,78,34,44091ec0ff060300010000000000ff06090001aa00000000011204000562238c00e5
1773510367.095997,S,OUT,6,78,3,064409
1773510367.558685,S,OUT,6,78,25,400915c000fe0000aa00000000000000000000000000000039
1773510367.559682,C,IN ,5,78,3,064009
1773510367.560035,S,OUT,6,78,5,410901c0f4
1773510367.560423,C,IN ,5,78,4,42410900
1773510367.560686,S,OUT,6,78,5,430901c0f2
1773510367.561347,C,IN ,5,78,27,440917c000fe0000aa000000000000fe020001aa00000000010087
1773510367.561780,S,OUT,6,78,3,064409
1773510367.893031,S,OUT,6,78,25,400915c000fe0000aa00000000000000000000000000000039
