# Lexia 3 full USB dump (control+bulk+interrupt, включая пустые)
# ts,type,xfer,dir,ep,bus,dev,status,length,caplen,setup,data
1786904460.458764,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.458790,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.458871,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.459185,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.459288,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.459311,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.459370,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.459638,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.459732,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.459755,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.459838,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.460085,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.460218,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.460241,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.460343,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.460594,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.460706,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.460728,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.460820,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.461046,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.461139,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.461161,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.461243,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.461554,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.461643,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.461666,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.461734,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.462006,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.462206,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.462231,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.462348,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.462517,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.462712,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.462738,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.462853,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.463028,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.463218,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.463243,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.463390,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.463564,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.463684,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.463705,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.463770,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.464011,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.464136,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.464158,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.464275,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.464527,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.464593,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.464613,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.464665,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.464977,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.465092,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.465115,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.465245,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.465490,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.465602,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.465625,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.465700,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.465941,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.466025,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.466047,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.466132,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.466452,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.466539,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.466562,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.466635,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.466898,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.466973,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.466995,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.467068,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.467411,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.467500,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.467522,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.467611,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.467862,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.467954,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.467976,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.468064,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.468376,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.468465,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.468488,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.468545,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.468834,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.469025,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.469048,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.469171,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.469402,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.469604,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.469628,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.469750,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.469910,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.470045,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.470067,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.470194,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.470423,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.470553,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.470579,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.470696,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.470874,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.470941,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.470963,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.471025,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.471387,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.471455,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.471477,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.471561,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.471838,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.471918,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.471940,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.472003,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.472347,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.472419,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.472441,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.472502,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.472833,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.472916,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.472939,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.473008,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.473312,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.473399,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.473421,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.473511,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.473832,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.473903,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.473925,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.473991,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.474344,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.474439,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.474460,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.474541,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.474832,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.474955,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.474977,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.475056,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.475366,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.475433,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.475455,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.475518,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.475836,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.475992,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.476020,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.476147,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.476395,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.476513,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.476540,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.476630,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.476845,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.476914,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.476938,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.477003,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.477354,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.477426,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.477448,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.477504,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.477835,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.477905,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.477927,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.477980,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.478373,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.478446,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.478470,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.478526,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.478832,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.478887,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.478909,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.478959,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.479352,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.479443,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.479465,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.479552,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.479832,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.479924,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.479946,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.480034,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.480332,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.480435,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.480458,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.480536,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.480833,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.480915,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.480938,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.481015,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.481297,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.481388,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.481411,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.481491,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.481752,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.481818,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.481839,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.481906,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.482258,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.482316,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.482338,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.482393,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.482711,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.482768,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.482789,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.482881,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.483161,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.483253,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.483275,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.483362,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.483669,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.483769,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.483791,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.483880,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.484125,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.484187,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.484211,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.484267,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.484634,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.484692,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.484715,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.484770,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.485086,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.485159,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.485182,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.485241,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.485597,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.485656,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.485679,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.485907,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.486048,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.486148,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.486173,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.486250,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.486559,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.486693,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.486716,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.486851,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.487009,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.487122,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.487146,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.487252,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.487519,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.487617,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.487639,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.487689,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.487968,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.488028,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.488049,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.488100,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.488481,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.488536,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.488556,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.488606,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.488934,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.489000,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.489022,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.489077,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.489442,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.489502,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.489523,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.489584,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.489892,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.489987,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.490009,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.490152,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.490407,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.490537,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.490559,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.490650,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.490856,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.490944,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.490966,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.491066,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.491367,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.491442,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.491463,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.491519,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.491833,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.491901,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.491926,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.491988,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.492332,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.492394,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.492417,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.492479,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.492833,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.492893,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.492916,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.492972,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.493237,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.493294,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.493317,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.493373,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.493743,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.493801,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.493833,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.493889,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.494199,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.494289,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.494312,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.494429,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.494705,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.494773,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.494832,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.494981,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.495158,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.495254,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.495276,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.495364,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.495668,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.495757,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.495779,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.495871,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.496116,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.496165,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.496187,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.496235,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.496646,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.496703,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.496724,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.496773,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.497099,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.497161,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.497182,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.497274,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.497608,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.497690,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.497712,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.497793,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.498057,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.498140,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.498162,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.498347,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.498572,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.498701,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.498726,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.498841,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.499027,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.499152,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.499176,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.499301,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.499535,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.499630,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.499650,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.499707,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.499988,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.500045,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.500068,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.500123,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.500498,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.500557,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.500579,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.500635,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.500946,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.501007,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.501030,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.501086,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.501461,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.501520,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.501542,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.501622,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.501911,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.502100,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.502122,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.502240,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.502483,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.502709,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.502732,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.502954,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.503057,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.503353,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.503379,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.503539,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.503689,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.503901,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.503928,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.504082,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.504203,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.504409,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.504433,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.504584,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.504714,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.504850,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.504875,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.505007,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.505163,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.505265,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.505287,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.505392,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.505677,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.505853,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.505878,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.506003,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.506189,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.506308,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.506330,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.506415,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904460.506700,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904460.506872,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904460.506898,C,BULK,OUT,6,1,16,0,5,0,,
1786904460.507005,S,BULK,IN,5,1,16,4294967181,64,0,,
