# Lexia 3 full USB dump (control+bulk+interrupt, включая пустые)
# ts,type,xfer,dir,ep,bus,dev,status,length,caplen,setup,data
1786904420.099427,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.099450,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.099500,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.099829,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.099881,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.099903,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.099992,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.100337,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.100436,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.100458,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.100547,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.100790,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.100881,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.100904,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.100992,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.101301,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.101359,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.101381,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.101436,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.101826,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.101948,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.101972,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.102035,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.102323,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.102412,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.102435,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.102499,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.102773,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.102948,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.102972,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.103179,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.103351,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.103460,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.103518,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.103605,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.103801,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.103891,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.103914,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.103986,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.104313,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.104482,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.104519,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.104593,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.104824,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.104963,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.104987,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.105082,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.105335,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.105429,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.105452,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.105525,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.105786,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.105860,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.105883,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.105951,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.106297,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.106375,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.106397,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.106465,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.106748,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.106834,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.106855,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.106963,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.107257,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.107347,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.107371,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.107458,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.107708,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.107798,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.107821,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.107897,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.108161,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.108270,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.108299,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.108372,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.108692,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.108766,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.108789,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.108854,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.109143,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.109215,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.109238,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.109299,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.109654,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.109737,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.109760,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.109832,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.110102,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.110180,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.110203,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.110274,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.110613,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.110702,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.110726,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.110802,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.111067,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.111167,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.111190,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.111287,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.111572,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.111678,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.111701,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.111781,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.112027,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.112121,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.112144,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.112223,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.112536,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.112621,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.112644,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.112721,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.112987,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.113094,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.113121,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.113221,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.113519,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.113606,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.113629,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.113706,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.113952,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.114047,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.114070,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.114159,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.114517,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.114602,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.114627,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.114697,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.114983,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.115071,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.115093,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.115176,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.115517,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.115619,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.115641,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.115734,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.115949,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.116036,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.116059,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.116134,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.116519,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.116606,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.116629,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.116705,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.116981,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.117093,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.117116,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.117707,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.117732,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.117811,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.117833,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.117902,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.118157,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.118272,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.118302,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.118417,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.118669,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.118781,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.118805,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.118895,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.119121,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.119204,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.119226,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.119300,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.119631,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.119721,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.119743,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.119819,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.120078,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.120179,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.120201,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.120261,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.120680,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.120772,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.120793,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.120859,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.121130,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.121203,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.121224,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.121287,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.121846,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.121940,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.121963,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.122038,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.123910,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.124065,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.124089,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.124185,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.124744,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.124848,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.124876,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.124969,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.125186,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.125254,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.125277,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.125351,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.125838,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.125913,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.125936,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.125995,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.126354,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.126425,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.126448,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.126513,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.126804,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.126879,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.126902,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.126968,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.127256,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.127332,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.127354,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.127420,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.127761,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.127837,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.127860,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.127928,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.128221,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.128304,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.128329,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.128424,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.128732,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.128825,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.128847,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.128922,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.129180,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.129276,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.129299,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.129367,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.129690,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.129766,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.129788,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.129853,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.130141,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.130205,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.130228,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.130285,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.130655,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.130735,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.130758,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.130822,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.131105,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.131187,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.131208,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.131276,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.131618,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.131765,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.131788,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.131904,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.132065,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.132170,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.132192,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.132264,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.132579,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.132665,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.132688,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.133199,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.133225,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.133317,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.133339,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.133405,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.133686,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.133759,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.133782,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.133847,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.134132,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.134331,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.134356,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.134479,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.134643,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.134704,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.134726,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.134780,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.135097,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.135155,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.135177,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.135227,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.135609,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.135668,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.135691,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.135741,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.136057,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.136176,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.136198,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.136263,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.136574,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.136665,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.136687,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.136768,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.137018,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.137095,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.137116,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.137167,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.137530,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.137596,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.137617,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.137664,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.137985,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.138052,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.138073,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.138124,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.138521,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.138607,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.138631,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.138687,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.138945,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.139018,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.139042,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.139089,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.139520,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.139593,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.139614,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.139668,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.139977,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.140041,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.140064,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.140121,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.140519,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.140583,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.140604,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.140659,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.140943,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.140992,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.141015,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.141058,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.141520,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.141599,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.141623,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.141679,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.141921,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.141981,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.142002,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.142065,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.142435,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.142498,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.142524,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.142588,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.142884,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.142939,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.142961,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.143023,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.143340,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.143407,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.143430,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.143483,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.143846,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.143914,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.143936,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.143993,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.144298,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.144418,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.144442,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.144547,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.144811,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.144938,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.144962,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.145035,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.145257,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.145341,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.145364,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.145467,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.145768,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.145860,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.145882,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.145960,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.146217,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.146299,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.146321,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.146399,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.146733,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.146822,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.146845,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.146922,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.147180,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.147261,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.147283,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.147354,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.147696,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.147746,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.147768,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.147814,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.148141,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.148193,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.148216,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.148271,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.148655,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.148743,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.148764,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.148816,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.149107,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.149156,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.149178,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.149222,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904420.149905,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904420.149962,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904420.149984,C,BULK,OUT,6,1,16,0,5,0,,
1786904420.150029,S,BULK,IN,5,1,16,4294967181,64,0,,
